Country;Product;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
OECD Total;Total;3836893;4158965;4471524;4521755;4610998;4925719;5134496;5370444;5560638;5668226;5733591;5692161;5899480;6187637;6417383;6519635;6778914;7052438;7450399;7690215.65;7865105.749;7928825.998;8107128.12;8332320.27;8579256.699;8822351.641;8945421.532;9169965.371;9369611.026;9750447.412;9636923.306;9918063.165;10035787.77;10285525.38;10533813.28;10609043.23;10806736.15;10844611.52;10466687.95;10934400.76;10897318.77;10881457.42;10891521.55;10838733.3;10879440.67;10957897.89;10990809.53;11172967.59;10978630.74
Brazil;Fossil fuels;;;;;;;;;;;;;;;;;;;;10017;11154;11731;11515;11893;13583;16328;18458;19504;29005;30243;36902;35049;32958;41974;41232;41132;38927;58408;37753;63878;52070;80266;116971;142558;135654;97214;106564.497;90432.714;94761.429
Brazil;Nuclear;;;;;;;;;;;;;;;;;;;;2237;1442;1759;442;55;2519;2427;3169;3265;3977;6046;14279;13836;13358;11611;9855;13754;12350;13969;12957;14523;15659;16038;15450;15378;14734;15864;15739.196;15673.887;16128.824
Brazil;Renewable sources;;;;;;;;;;;;;;;;;;;;210567;221781;228242;240019;248093;259499;272523;286355;298979;301368;312249;276891;296372;317571;333334;351141;363765;392685;390210;414828;436961;463472;456037;438338;432354;430874;465420;466651.116;494817.944;515031.034
Brazil;Total;;;;;;;;;;;;;;;;;;;;222821;234377;241732;251976;260041;275601;291278;307982;321748;334716;348910;328508;345671;364339;387453;403033;419337;445147;463067;466121;515745;531757;552624;571098;590651;581652;578889;589401.381;601371.158;626334.94
People's Republic of China;Fossil fuels;;;;;;;;;;;;;;;;;;;;494480;552460;621470;684833;745584;801419;876296;922548;942536;1018140;1113413;1182711;1337596;1580092;1795553;2042927;2364229;2718749;2783801;2981276;3332623;3819124;3881107;4209233;4239274;4264019;4422641;4678270.998;5007573.907;5120174.845
People's Republic of China;Nuclear;;;;;;;;;;;;;;;;;;;;0;0;0;1604;14756;12833;14338;14418;14100;14949;16737;17472;25127;43342;50469;53088;54843;62130;68394;70134;73880;86350;97394;111613;132538;170789;213287;248070;295000;348700
People's Republic of China;Renewable sources;;;;;;;;;;;;;;;;;;;;126788;125165;132601;151962;167905;193662;189606;198922;210864;206838;225588;280766;291441;287321;357480;404451;446882;500911;614990;663651;781638;788618;995264;1103418;1280977;1397878;1539826;1663000.715;1832900.905;2000388.771
People's Republic of China;Total;;;;;;;;;;;;;;;;;;;;621268;677625;754071;838399;928245;1007914;1080240;1135888;1167500;1239927;1355738;1480949;1654164;1910755;2203502;2500466;2865954;3281790;3467185;3715061;4197204;4704861;4984732;5436567;5665745;5843715;6187167;6602727.509;7148900.981;7484581.801
India;Fossil fuels;;;;;;;;;;;;;;;;;;;;211641;237332;256099;280453;297051;337002;357807;380025;400871;440840;467795;483709;510361;536564;559438;571542;609856;649963;687855;746188;788913;841317;902401;940842;1039678;1111130;1163015;1214396.45;1244868.55;1211072.468
India;Nuclear;;;;;;;;;;;;;;;;;;;;6141;5525;6726;5398;5648;7982;9071;10083;11922;13249;16902;19475;19390;17780;17011;17324;18802;16957;14927;18636;26266;32287;32866;34228;36102;37414;37916;38346;37813;46472.45
India;Renewable sources;;;;;;;;;;;;;;;;;;;;71688;72814;69974;70577;82927;73126;69854;75700;84132;83274;77426;77680;74598;87811;99238;119146;135986;147628;142239;143837;159242;185622;178911;208290;210437;208230;247530;265584.65;299787.7;335380.893
India;Total;;;;;;;;;;;;;;;;;;;;289470;315671;332799;356428;385626;418110;436732;465808;496925;537363;562123;580864;604349;642188;675757;708091;764751;814757;845276;908966;974799;1059720;1114775;1184029;1286964;1357632;1449293;1519159.1;1583218.75;1593708.172
Indonesia;Fossil fuels;;;;;;;;;;;;;;;;;;;;25834;29664;31617;36422;43317;49448;57206;66911;65735;73781;78434;83560;92035;97566;103813;110178;116759;123808;129442;136028;142842;161405;177538;189494;201709;209052;216761;222607.94;234321.25;248375.027
Indonesia;Nuclear;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Renewable sources;;;;;;;;;;;;;;;;;;;;6833;7676;9896;8978;8041;9745;10518;7716;12303;12134;14891;17694;16182;15408;16350;17351;16313;18343;19884;20746;26913;21997;22477;26506;26149;24922;31156;31965.58;49138.28;46815.146
Indonesia;Total;;;;;;;;;;;;;;;;;;;;32667;37340;41513;45400;51358;59193;67724;74627;78038;85915;93325;101254;108217;112974;120163;127529;133072;142151;149326;156774;169755;183417;200030;216020;227876;233984;247920;254868.72;283770.76;295448.818
Morocco;Fossil fuels;;;;;;;;;;;;;;;;;;;;8408;7979;8755;9467;10630;11481;10581;11510;11191;12070;12081;13969;14191;14919;15898;18105;18683;18703;19333;18186;19545;22308;24976;22594;24125;25108;25776;26874.8;27747.514;32413.775
Morocco;Nuclear;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Morocco;Renewable sources;;;;;;;;;;;;;;;;;;;;1220;1226;964;443;840;611;1957;2083;1777;825;782;1077;1044;1659;1807;1185;1181;1194;1227;2959;4127;2698;2359;4141;3561;4409;4656;4634.9;6484.386;7543.452
Morocco;Total;;;;;;;;;;;;;;;;;;;;9628;9205;9719;9910;11470;12092;12538;13593;12968;12895;12863;15046;15235;16578;17705;19290;19864;19897;20560;21145;23672;25006;27335;28037;28988;30819;31734;32811.7;35534.037;41259.364
Singapore;Fossil fuels;;;;;;;;;;;;;;;;;;;;15544;16431;17184;18472;20359;21754;23610;26408;27885;29030;31175;32143;33718;34342;35853;37257;38488;40159;40669;40756;45207;44802;45675;46597;47929;48864;50089;50763.358;51476.439;52649.64
Singapore;Nuclear;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Singapore;Renewable sources;;;;;;;;;;;;;;;;;;;;85;245;245;245;245;245;245;245;245;245;245;473;473;495;479;478;477;487;525;535;592;611;638;742;823;923;988;1020.551;1086.44;1131.458
Singapore;Total;;;;;;;;;;;;;;;;;;;;15714;16921;17674;18962;20849;22244;24100;26898;28375;29520;31665;33089;34664;35332;36811;38213;39442;41133;41718;41823;46386;46016;46938;47971;49382;50420;51677;52391.862;53144.083;54321.917
South Africa;Fossil fuels;;;;;;;;;;;;;;;;;;;;155926;155388;156717;165960;169402;173551;186342;192869;187527;186662;193419;195162;203931;217619;226332;229133;237614;247986;240964;232257;242069;243637;241366;237579;232332;228681;226665;226375.063;227639.304;221486.752
South Africa;Nuclear;;;;;;;;;;;;;;;;;;;;8449;9144;9288;7255;9697;11301;11775;12647;13601;12837;13010;10719;11991;12663;13365;11293;10026;11317;13004;12806;12099;13502;11954;14106;13794;12237;15026;14193;11580;13596
South Africa;Renewable sources;;;;;;;;;;;;;;;;;;;;1010;1980;752;146;1074;529;1379;2238;1826;923;1408;2292;2642;966;1233;1629;3211;1197;1551;1752;2480;2437;1593;1507;3345;5818;7762;10087.264;12254.924;12963.701
South Africa;Total;;;;;;;;;;;;;;;;;;;;165385;166512;166757;173361;180173;185381;199496;207754;202954;200422;207837;208173;218564;231248;240930;242055;250851;260500;255519;246815;256648;259576;254913;253192;249471;246736;249453;250655.327;251474.228;248046.453
Thailand;Fossil fuels;;;;;;;;;;;;;;;;;;;;39200;45598;52859;59704;66662;73082;81640;85681;84554;85637;89440;95623;100854;108531;118405;124867;129145;133465;137699;138159;150573;143437;152848;156310;157860;162582;162250;155924.506;152226.282;163317.157
Thailand;Nuclear;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thailand;Renewable sources;;;;;;;;;;;;;;;;;;;;4976;4587;4239;3703;4515;7001;8202;7545;5498;4402;6537;6797;8159;8452;7322;7330;9597;9913;9727;10235;8949;12554;13794;13838;14399;13906;25304;25789.397;30071.587;33957.843
Thailand;Total;;;;;;;;;;;;;;;;;;;;44176;50185;57098;63407;71177;80083;89842;93226;90052;90039;95977;102420;109013;116983;125727;132197;138742;143378;147426;148394;159522;155991;166642;170148;172259;176488;187554;181713.903;182297.869;197275
Non-OECD Total;Fossil fuels;1061914;1157615;1254736;1303290;1406212;1517290;1591349;1684995;1779503;1863734;1926634;2029293;2125903;2226818;2316965;2478750;2634292;2737239;2866480;2918606;2974973;3017631;3071859;3092943;3234410;3384194;3513250;3601091;3777203;4028514;4201054;4486016;4893438;5264704;5642272;6172001;6703936;6938006;7151447;7828843.568;8451717;8761111;9228340.597;9511200.6;9743335;10019081;10388533.96;10851873.4;
Non-OECD Total;Nuclear;7394;10437;14700;30629;48302;55423;57313;64477;73184;92707;112065;126438;152318;198352;232701;224140;258201;289486;282753;266416;267841;264209;265702;255776;265120;293599;297611;291803;307962;333067;346871;365094;391291;398903;406015;421700;431073;442447;443170;467917;495675;508702;516745;555145;599111;642664;680694.246;731244.05;804295.295
Non-OECD Total;Renewable sources;350532;371117;389705;431360;453502;482268;522620;572967;610691;657609;680753;690990;720969;783932;823021;864299;885042;941316;963594;970865.9;1005550.5;1012474.837;1067158.259;1137581.743;1172041.869;1173109.877;1207722.839;1259501.398;1276414.617;1311025.278;1357125.668;1385114.594;1426203.309;1568531.147;1695249.496;1790355.653;1884109.456;1982023.91;2079315.19;2277301.55;2349984.195;2566919.314;2761005.769;2918032.336;3038707.649;3328737.518;3530160.684;3840809.792;
Non-OECD Total;Total;1419840;1539169;1659141;1765279;1908016;2054981;2171282;2322439;2463378;2614050;2719452;2846721;2999190;3209102;3372687;3567274;3777620;3968126;4112912;4155972.9;4248609.5;4296432.837;4406756.259;4488124.743;4673369.869;4852674.877;5020445.839;5154403.398;5364640.617;5676508.278;5909854.668;6241012.594;6715074.309;7236654.147;7749259.496;8389668.653;9024697.456;9367933.91;9679643.19;10589471.12;11314610.2;11854319.31;12526454.37;13005698.94;13400911.65;14009838.52;14621195.23;15445913.05;
Africa;Fossil fuels;67934;72808;80358;85143;93734;99652;103352;111140;122098;136260;155350;165340;176202;192108;203203;208081;224755;229537;237767;250171;253429;259531;273857;282532;290712;308142;322482;324604;332808;351810;364230;389485;410413;435768;456504;479216;502134;494601;496545;543659;547132;574393;584237;599713;623869;624092;644031.71;661391.319;
Africa;Nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;3925;5315;8803;6167;10493;11099;8449;9144;9288;7255;9697;11301;11775;12647;13601;12837;13010;10719;11991;12663;13365;11293;10026;11317;13004;12806;12099;13502;11954;14106;13794;12237;15026;14193;11580;13596
Africa;Renewable sources;23601;28899;30297;36370;38335;42438;46269;44507;48055;47607;49629;49735;44914;44273;48066;50943;48251;53219;56228;56809;61463;58440;58041;58836;61049;63680;65266;68177;73263;76579;84007;86330;85236;90174;92516;96537;98455;100086;103894;115603;117373.593;119225.291;126188.221;136713.035;138643.93;139981.756;149274.492;159859.255;
Africa;Total;91535;101707;110655;121513;132069;142090;149621;155647;170153;183867;204979;215075;221116;240306;256584;267827;279173;293249;305094;315429;324036;327259;339153;351065;363062;383597;400395;406382;418908;441506;459055;487956;508456;539467;560454;585807;611949;607736;613292;671925;678300.593;705904.291;726144.221;751791.035;776300.93;780672.756;809082.468;834504.083;
Non-OECD Americas;Fossil fuels;65464;69204;74123;72574;73272;78851;86287;90212;96794;101063;103190;102658;104814;104638;102950;115060;115067;123895;124961;118198;120425;129548;131132;132759;147360;155428;165114;180087;196581;204931;215111;216664;224855;243772;252069;261849;273528;301763;286954;328696;315446;364398;413140;441219;459942;420428;383581.394;367242.407;
Non-OECD Americas;Nuclear;0;0;0;1036;2517;2572;1637;2896;2692;2340;2816;1870;3406;6284;9147;5855;7438;6406;6869;9518;9198;8840;8192;8290;9585;9886;11130;10718;11083;12223;21338;19657;20924;19480;16728;21445;19567;21299;21119;21694;22030;22433;21657;20892;21773;24149;21852.809;22575.403;24606.981
Non-OECD Americas;Renewable sources;70507;79180;89712;102857;111497;124981;139661;154816;176472;197606;202532;218843;236362;260506;280882;302340;322365;333960;344074;361194;380801;385468;415409;440575;454491;476217;501880;515069;521016;545520;509798;535513;560927;584803;616035;642114;674488;680850;701048;719218;763955;758126;752213;721724;738102;773138;798357.119;829023.656;
Non-OECD Americas;Total;135971;148384;163835;176467;187286;206404;227585;247924;275958;301009;308538;323371;344582;371428;392979;423255;444870;464261;475904;488910;510424;523856;554733;581624;611436;641531;678124;705874;729046;763046;746683;772248;807158;848589;885637;926094;968768;1004392;1009704;1069991;1101987;1145240;1187349;1184196;1220207;1218106;1204237.894;1219288.079;
Non-OECD Asia (including China);Fossil fuels;197743;221249;239643;242692;277850;301563;332192;374557;404572;430381;438111;464728;493132;535609;585965;652779;740679;815471;891905;950516;1062863;1176911;1297081;1393568;1528275;1664832;1776494;1839269;1972865;2138375;2253098;2475654;2785641;3074555;3371703;3764747;4196201;4308586;4593335;5056383;5614907;5777342;6175755;6358395;6511396;6789460;7126819.643;7563169.359;
Non-OECD Asia (including China);Nuclear;1294;1237;2700;2665;3231;3862;2792;5671;9312;11202;13839;15289;22678;28988;34055;32393;38665;36722;32931;39300;41200;41153;41853;55786;56614;61543;61145;63130;67013;74139;74724;85810;101772;109765;112868;115803;122703;125766;133235;145195;166018;175235;192570;216833;249279;289863;318741.532;370951.422;437002.746
Non-OECD Asia (including China);Renewable sources;80946;84621;93331;99847;109691;113169;116915;126970;134604;143501;159784;169787;186989;198543;205134;217237;215572;241621;262148;281316;279783;290709;307160;345834;367667;359697;369554;395651;396564;413893;478076;484701;501182;583355;657757;729638;798604;915786;970446;1116174;1168091;1386527;1540164;1727418;1841475;2064364;2239588.486;2480945.653;
Non-OECD Asia (including China);Total;279983;307107;335674;345204;390772;418594;451899;507198;548488;585084;611734;649804;702799;763140;825154;902494;995001;1093899;1187069;1271217;1384091;1509018;1646339;1795433;1952801;2086317;2207551;2298565;2437063;2627299;2807322;3047594;3390369;3769712;4144490;4612383;5119870;5352550;5699466;6329453;6962626;7353041;7923896;8318823;8616543;9158414;9702131.346;10432114.58;
Non-OECD Europe and Eurasia;Fossil fuels;714812;775907;836605;875862;930250;1000561;1027139;1060694;1092336;1123028;1145295;1193022;1234443;1257580;1274529;1342330;1379846;1380702;1413195;1388057;1324842;1210458;1100692;994102;963828;933623;905445;884401;877169;911656;922402;928157;972014;976678;993043;1056153;1080772;1122875;1030168;1088677.568;1137807;1152107;1133432.597;1115819.6;1100883;1110773;1106453.884;1131970.373;
Non-OECD Europe and Eurasia;Nuclear;6100;9200;12000;26928;42554;48989;52884;55910;61180;79165;95410;109279;126234;159155;184184;177089;205931;235865;231854;209149;208299;204928;208402;182003;187620;210395;212689;204354;217029;233695;240090;247636;255932;256293;265126;274426;277486;282378;276010;288929;293798;297233;283866;299154;312908;307006;318393.241;318546.036;322021.788
Non-OECD Europe and Eurasia;Renewable sources;171709;173820;172738;187315;188523;195216;212428;236822;241908;259174;258461;241969;242539;270340;278852;282239;284375;299162;287733;259623.9;272295.5;264251.837;272798.259;280947.743;277790.869;262181.877;260156.839;269468.398;276894.617;267001.278;275722.668;266748.594;263227.309;293724.147;301334.496;292880.653;284558.456;273299.91;290683.19;308312.55;280690.602;281440.023;318270.548;311961.301;301919.719;328280.762;321483.199;347404.69;
Non-OECD Europe and Eurasia;Total;892621;958927;1021343;1090105;1161327;1244766;1292451;1353426;1395424;1461367;1499166;1544270;1603216;1687075;1737565;1801658;1870152;1915729;1932782;1856829.9;1805436.5;1681510.837;1583684.259;1458631.743;1430791.869;1407726.877;1379794.839;1359716.398;1373166.617;1414883.278;1441059.668;1445336.594;1492945.309;1528480.147;1562118.496;1626162.653;1644805.456;1681072.91;1599492.19;1688680.118;1715070.602;1733815.023;1738573.145;1730146.901;1719134.719;1748724.762;1749125.133;1800738.638;
Middle East;Fossil fuels;15961;18447;24007;27019;31106;36663;42379;48392;63703;73002;84688;103545;117312;136883;150318;160500;173945;187634;198652;211664;213414;241183;269097;289982;304235;322169;343715;372730;397780;421742;446213;476056;500515;533931;568953;610036;651301;710181;744445;811428;836425;892871;921776;996054;1047245;1074328;1127647.333;1128099.944;
Middle East;Nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;1847;4546;4472;2914;6620;7513.664;7591.189;7067.78
Middle East;Renewable sources;3769;4597;3627;4971;5456;6464;7347;9852;9652;9721;10347;10656;10165;10270;10087;11540;14479;13354;13411;11923;11208;13606;13750;11389;11044;11334;10866;11136;8677;8032;9522;11822;15631;16475;27607;29186;28004;12002;13244;17994;19874;21601;24170;20216;18567;22973;21457.388;23576.538;
Middle East;Total;19730;23044;27634;31990;36562;43127;49726;58244;73355;82723;95035;114201;127477;147153;160405;172040;188424;200988;212063;223587;224622;254789;282847;301371;315279;333503;354581;383866;406457;429774;455735;487878;516146;550406;596560;639222;679305;722183;757689;829422;856626;916319;950492;1020742;1068726;1103921;1156618.385;1159267.671;
IEA Total;Fossil fuels;2831897;3072248;3339306;3236888;3227975;3529205;3633921;3716817;3841512;3913843;3848728;3715976;3769934;3877987;3909465;3894985;4062302;4194289;4505156;4535578.498;4614263.782;4654584.974;4695152.822;4892093.832;4963309.092;5104063.732;5244599.467;5433458.15;5547890.268;5852427.724;5795578.195;5995779.708;6162559.985;6246180.605;6426647.665;6437264.626;6695337.527;6622913.237;6231745.375;6538438.002;6557011.058;6565123.455;6426934.56;6287874.401;6229081.568;6186097.454;6088502.685;6121651.282;5809922.285
IEA Total;Nuclear;103693;142038;188496;242082;335311;385175;479629;561515;575569;620668;730245;783530;882812;1056992;1259397;1377191;1479604;1601763;1656336;1724830.703;1815993.852;1840870.068;1908584.053;1974207.701;2050229.999;2105005.607;2078447.424;2134810.898;2208627.864;2244376.543;2274195.512;2276014.715;2223367.328;2318548.148;2345715.543;2355572.205;2272628.228;2274470.915;2236419.614;2282714.48;2080749.766;1946055.43;1957060.421;1973890.009;1965310.995;1960022.53;1949137.721;1973409.272;1980739.298
IEA Total;Renewable sources;883451;925386;923844;1019943;1024815;986848;995056;1064661;1114234;1103557;1124131;1160431;1213334;1217645;1212361;1209414;1196432;1211974;1241722;1302884.092;1300322.827;1303260.646;1380680.854;1338545.077;1427044.858;1464874.325;1467902.407;1438639.124;1450566.866;1484113.402;1385663.044;1457686.109;1456738.102;1518106.249;1556340.45;1609012.239;1623076.45;1720274.755;1765516.412;1875107.718;2013040.317;2114800.618;2249298.848;2320831.925;2422063.299;2532108.459;2669759.268;2788705.858;2894540.759
IEA Total;Total;3819109;4139759;4451718;4500934;4590231;4903632;5110980;5345503;5534113;5640887;5705341;5663016;5868673;6155498;6384011;6484743;6741390;7011693;7407598;7598938.65;7771385.749;7842046.998;8022579.12;8246749.27;8485411.699;8721540.641;8839368.532;9053542.371;9254357.026;9631143.412;9509300.306;9784609.165;9896794.771;10139703.38;10389603.28;10461152.23;10649174.15;10676439.02;10297508.79;10770439.49;10728461.54;10704910.24;10712786.51;10663033.46;10696419.85;10766742.98;10797286.8;10976081.82;10780524.91
IEA and Accession/Association countries;Fossil fuels;;;;;;;;;;;;;;;;;;;;5516029.498;5688054.782;5818468.974;5967643.822;6265071.832;6453659.092;6727966.732;6963641.467;7194795.15;7449597.268;7891319.724;7941414.195;8345625.708;8811336.985;9173689.605;9629510.665;10020717.63;10702596.53;10756067.24;10596160.38;11363947;11927681.06;12118749.46;12395820.56;12415363.4;12458940.57;12596704.45;12815557.2;13202636.33;12999420.61
IEA and Accession/Association countries;Nuclear;;;;;;;;;;;;;;;;;;;;1758690.703;1849104.852;1873281.068;1935543.053;2012069.701;2096686.999;2156558.607;2130788.424;2191252.898;2263501.864;2305490.543;2347502.512;2360500.715;2325994.328;2426106.148;2447612.543;2461648.205;2385215.228;2394658.915;2361804.614;2409482.48;2228547.766;2104307.43;2132457.421;2171702.009;2200484.995;2242115.53;2265485.917;2333476.159;2405636.572
IEA and Accession/Association countries;Renewable sources;;;;;;;;;;;;;;;;;;;;1736356.092;1750301.827;1768977.646;1876748.854;1871409.077;1992128.858;2038063.325;2069691.407;2071785.124;2075590.866;2143036.402;2072739.044;2173171.109;2200241.102;2359794.249;2487791.45;2617426.239;2721850.45;2928543.755;3054392.412;3321216.718;3518181.317;3812477.618;4073664.848;4324736.925;4543573.299;4891164.459;5175907.736;5555527.938;5886762.159
IEA and Accession/Association countries;Total;;;;;;;;;;;;;;;;;;;;9046844.65;9328545.749;9504320.998;9818359.12;10190720.27;10587576.7;10970464.64;11212829.53;11504764.37;11836633.03;12390780.41;12416496.31;12935451.17;13392848.77;14017711.38;14627376.28;15160562.23;15869906.15;16139547.02;16077972.79;17179598.49;17764764.54;18127179.24;18697127.51;19008830.46;19297510.85;19833413.98;20364041.18;21201088.89;21406066.46
World;Fossil fuels;3905148;4241536;4605969;4552296;4646265;5059518;5239175;5416757;5637099;5793803;5792090;5761739;5913001;6122793;6244639;6392402;6716809;6954907;7399039;7501510.498;7635089.782;7711051.974;7804673.822;8027544.832;8243082.092;8540864.732;8814176.467;9100734.15;9396966.268;9952740.724;10069406.2;10556526.71;11136352.99;11595456.61;12152253.67;12695313.63;13496449.53;13660531.24;13479413.38;14474367.57;15119427.06;15443948.46;15773364.16;15907506;16087764.57;16325080.45;16595438.63;17093548.6;
World;Nuclear;111087;152475;203196;272711;383613;440598;536942;625992;648753;713375;842310;909968;1035130;1255344;1492098;1601331;1737805;1891249;1939089;2012901.703;2105786.852;2123688.068;2190502.053;2242298.701;2331950.999;2417193.607;2393101.424;2445209.898;2531147.864;2590623.543;2637685.512;2660778.715;2635349.328;2738012.148;2767951.543;2791471.205;2719229.228;2733084.915;2696180.614;2756288.48;2582639.766;2460285.43;2479105.421;2535405.009;2570069.995;2608401.53;2636117.239;2710429.761;2790855.85
World;Renewable sources;1240430;1304036;1321428;1460006;1487006;1478180;1527287;1647624;1735366;1772279;1816406;1864096;1947946;2015728;2050545;2089938;2098783;2170656;2220714;2296007.992;2331754.327;2345052.483;2478493.113;2506852.82;2630938.727;2667565.202;2708264.246;2729730.522;2755743.483;2829372.68;2780950.712;2881715.703;2920715.411;3127151.396;3296038.946;3446809.892;3551806.906;3754231.167;3900558.764;4203228.537;4414622.748;4734792.114;5065216.657;5299179.094;5522461.773;5926001.89;6268170.806;6700115.602;
World;Total;5256733;5698134;6130665;6287034;6519014;6980700;7305778;7692883;8024016;8282276;8453043;8538882;8898670;9396739;9790070;10086909;10556534;11020564;11563311;11846188.55;12113715.25;12225258.84;12513884.38;12820445.01;13252626.57;13675026.52;13965867.37;14324368.77;14734251.64;15426955.69;15546777.97;16159075.76;16750862.08;17522179.53;18283072.77;18998711.89;19831433.61;20212545.43;20146331.14;21523871.88;22211928.97;22735776.73;23417975.92;23844432.23;24280352.32;24967736.41;25612004.75;26618880.64;
